url
https://www.simplilearn.com/artificial-intelligence-masters-program-training-course
https://www.simplilearn.com/iitg-generative-ai-machine-learning-program
https://www.simplilearn.com/applied-ai-course
https://www.simplilearn.com/applied-generative-ai-course
https://www.simplilearn.com/pgp-ai-machine-learning-certification-training-course
